SetNo,GameNo,PointNumber,ServerGamesWon,ReceiverGamesWon,ServerScore,ReceiverScore,ServerPointsWon,ReceiverPointsWon,ServerMomentum,ReceiverMomentum,ServerSetsWon,ReceiverSetsWon,GameDiff,SetDiff,PointDiff,MomentumDiff,IsBreakPoint,SetPressure,IsSecondServe,ServerWon
4,2,234,0,1,3,0,116,117,145,145,2,1,-1,1,-1,0,0,5,0,1
1,6,39,4,1,0,0,22,16,46,18,0,0,3,0,6,28,0,2,1,1
2,8,121,2,5,2,0,62,58,99,92,1,0,-3,1,4,7,0,1,0,1
3,3,134,2,0,0,0,72,61,99,42,3,0,2,3,11,57,0,4,0,0
1,9,55,4,4,2,3,25,29,44,56,0,0,0,0,-4,-12,1,2,0,0
2,3,101,0,2,1,0,50,50,69,53,1,0,-2,1,0,16,0,4,1,0
2,3,75,1,1,2,1,35,39,37,68,0,1,0,-1,-4,-31,0,5,1,0
1,5,33,2,2,1,0,17,15,23,21,0,0,0,0,2,2,0,4,1,0
2,2,101,0,1,0,2,52,48,45,19,1,0,-1,1,4,26,0,5,1,1
2,3,73,1,1,0,0,32,40,29,57,0,1,0,-1,-8,-28,0,5,1,0
1,2,14,1,0,1,0,8,5,17,1,0,0,1,0,3,16,0,5,1,1
1,10,68,4,5,2,0,35,32,51,37,0,0,-1,0,3,14,0,1,1,1
1,7,41,1,5,1,3,15,25,9,41,0,0,-4,0,-10,-32,1,1,0,0
3,9,205,5,3,3,3,98,106,113,124,1,1,2,0,-8,-11,0,1,1,0
3,4,130,1,2,1,0,69,60,89,64,1,1,-1,0,9,25,0,4,0,0
1,6,38,3,2,4,3,22,15,37,7,0,0,1,0,7,30,0,3,1,1
3,3,143,1,1,0,2,69,73,94,130,1,1,0,0,-4,-36,0,5,0,1
1,9,47,4,4,2,1,22,24,41,49,0,0,0,0,-2,-8,0,2,1,1
1,7,36,5,1,2,2,24,11,41,4,0,0,4,0,13,37,0,1,0,1
1,9,48,3,5,0,0,20,27,12,32,0,0,-2,0,-7,-20,0,1,1,0
5,8,331,3,4,4,3,166,164,255,238,2,2,-1,0,2,17,0,2,0,0
2,9,128,5,3,3,2,62,65,73,89,0,1,2,-1,-3,-16,0,1,0,0
2,8,87,3,4,4,3,47,39,82,52,1,0,-1,1,8,30,0,2,1,1
1,1,5,0,0,1,3,1,3,1,3,0,0,0,0,-2,-2,1,6,0,1
1,4,26,2,1,3,1,15,10,32,13,0,0,1,0,5,19,0,4,0,1
1,1,3,0,0,0,2,0,2,1,4,0,0,0,0,-2,-3,0,6,0,1
4,7,232,2,4,0,0,111,120,104,178,1,2,-2,-1,-9,-74,0,2,0,1
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
1,5,29,3,1,2,2,18,10,33,13,0,0,2,0,8,20,0,3,0,0
2,6,80,1,4,3,3,28,51,17,124,0,1,-3,-1,-23,-107,0,2,1,0
5,5,257,2,2,2,1,132,124,174,146,2,2,0,0,8,28,0,4,0,1
2,7,117,2,4,1,0,55,61,61,93,0,1,-2,-1,-6,-32,0,2,1,0
1,4,21,1,2,0,0,9,11,16,18,0,0,-1,0,-2,-2,0,4,1,1
5,4,291,2,1,2,1,145,145,224,217,2,2,1,0,0,7,0,4,0,1
2,10,116,4,5,3,0,57,58,84,107,0,1,-1,-1,-1,-23,0,1,1,0
2,6,89,2,3,3,3,51,37,79,34,1,0,-1,1,14,45,0,3,1,1
2,1,49,0,0,2,2,29,19,61,22,1,0,0,1,10,39,0,6,0,1
2,3,46,1,1,0,1,15,30,17,79,0,1,0,-1,-15,-62,0,5,1,0
2,8,101,2,5,1,0,49,51,52,65,1,0,-3,1,-2,-13,0,1,0,0
1,6,30,2,3,0,0,12,17,23,37,0,0,-1,0,-5,-14,0,3,0,1
4,9,267,5,3,3,2,134,132,217,236,1,2,2,-1,2,-19,0,1,1,0
1,5,26,2,2,3,0,15,10,29,20,0,0,0,0,5,9,0,4,0,1
1,11,58,5,5,0,0,29,28,37,36,0,0,0,0,1,1,0,1,0,1
2,13,127,6,6,1,4,68,58,76,41,1,0,0,1,10,35,1,0,0,1
2,3,71,2,0,3,4,30,40,27,62,0,1,2,-1,-10,-35,1,4,1,1
1,7,39,4,2,2,3,21,17,36,21,0,0,2,0,4,15,1,2,1,1
2,1,66,0,0,1,1,29,36,20,56,0,1,0,-1,-7,-36,0,6,1,0
4,6,236,3,2,0,1,111,124,102,172,1,2,1,-1,-13,-70,0,3,1,1
2,8,108,2,5,1,0,56,51,74,52,1,0,-3,1,5,22,0,1,0,0
1,5,24,1,3,0,2,7,16,1,28,0,0,-2,0,-9,-27,0,3,1,0
4,1,213,0,0,3,2,102,110,85,141,1,2,0,-1,-8,-56,0,6,1,0
3,7,166,3,3,3,1,86,79,138,96,1,1,0,0,7,42,0,3,0,0
3,3,111,0,2,1,1,57,53,94,85,1,1,-2,0,4,9,0,4,1,0
3,5,146,2,2,0,0,71,74,79,109,1,1,0,0,-3,-30,0,4,1,1
1,2,9,1,0,1,1,5,3,12,2,0,0,1,0,2,10,0,5,0,1
2,2,78,1,0,1,0,45,32,87,22,1,0,1,1,13,65,0,5,0,1
1,2,6,0,1,0,0,1,4,1,6,0,0,-1,0,-3,-5,0,5,1,0
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
2,6,125,0,5,2,3,55,69,44,113,0,1,-5,-1,-14,-69,1,1,1,1
1,13,93,6,6,1,3,44,48,56,80,0,0,0,0,-4,-24,1,0,1,0
2,4,69,3,0,1,0,44,24,91,4,1,0,3,1,20,87,0,3,1,1
4,6,230,1,4,0,0,116,113,182,170,2,1,-3,1,3,12,0,2,1,0
1,7,38,3,3,3,2,20,17,33,28,0,0,0,0,3,5,0,3,0,0
3,6,170,4,1,3,4,81,88,102,144,0,2,3,-2,-7,-42,1,2,1,1
1,6,34,5,0,0,0,23,10,57,2,0,0,5,0,13,55,0,1,1,1
1,2,10,0,1,3,1,4,5,9,10,0,0,-1,0,-1,-1,0,5,0,0
1,12,63,5,6,3,0,32,30,55,48,0,0,-1,0,2,7,0,0,0,1
1,6,29,2,3,1,0,13,15,18,25,0,0,-1,0,-2,-7,0,3,0,1
2,4,79,1,2,4,3,36,42,16,62,0,1,-1,-1,-6,-46,0,4,0,1
2,10,123,4,5,3,3,62,60,85,61,1,0,-1,1,2,24,0,1,1,0
1,3,23,1,1,4,3,11,11,17,17,0,0,0,0,0,0,0,5,1,1
4,6,209,2,3,1,2,104,104,132,116,2,1,-1,1,0,16,0,3,1,1
1,6,37,3,2,3,3,19,17,24,14,0,0,1,0,2,10,0,3,0,1
2,2,77,0,1,1,2,39,37,53,38,1,0,-1,1,2,15,0,5,0,1
2,2,103,0,1,3,3,50,52,69,71,1,0,-1,1,-2,-2,0,5,0,0
4,1,211,0,0,3,3,101,109,118,158,1,2,0,-1,-8,-40,0,6,1,1
1,10,64,4,5,0,3,29,34,31,47,0,0,-1,0,-5,-16,1,1,0,0
3,3,188,0,2,1,1,97,90,128,115,1,1,-2,0,7,13,0,4,0,1
4,2,182,0,1,1,0,96,85,146,101,2,1,-1,1,11,45,0,5,0,1
2,1,53,2,6,0,0,22,30,9,62,0,1,-4,-1,-8,-53,0,0,1,1
2,8,111,3,4,3,3,49,61,31,91,0,1,-1,-1,-12,-60,0,2,0,0
1,9,49,4,4,1,1,26,22,40,31,0,0,0,0,4,9,0,2,1,0
1,7,51,4,2,1,1,27,23,42,20,0,0,2,0,4,22,0,2,1,1
3,1,108,0,0,3,1,49,58,62,118,0,2,0,-2,-9,-56,0,6,0,0
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1
5,3,293,1,1,1,1,145,147,208,204,2,2,0,0,-2,4,0,5,0,0
1,3,14,1,1,2,1,8,5,6,7,0,0,0,0,3,-1,0,5,1,0
1,4,21,1,2,1,2,8,12,6,20,0,0,-1,0,-4,-14,0,4,1,1
4,9,249,4,4,0,0,116,132,138,210,1,2,0,-1,-16,-72,0,2,0,0
3,1,152,0,0,2,3,72,79,55,83,1,1,0,0,-7,-28,1,6,0,1
3,4,134,1,2,0,0,66,67,81,89,1,1,-1,0,-1,-8,0,4,0,0
1,1,3,0,0,2,0,2,0,3,1,0,0,0,0,2,2,0,6,0,1
3,5,148,2,2,3,3,73,74,87,86,1,1,0,0,-1,1,0,4,0,0
3,7,169,1,5,2,1,69,99,45,184,0,2,-4,-2,-30,-139,0,1,1,1
3,11,221,5,5,0,1,106,114,128,167,1,1,0,0,-8,-39,0,1,0,1
1,3,19,1,1,3,0,11,7,21,9,0,0,0,0,4,12,0,5,0,1
2,4,92,1,2,3,4,49,42,59,25,1,0,-1,1,7,34,1,4,0,1
2,7,100,2,4,3,2,42,57,20,105,0,1,-2,-1,-15,-85,0,2,1,0
1,7,54,1,5,0,0,22,31,4,52,0,0,-4,0,-9,-48,0,1,0,1
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1
3,7,196,5,1,0,0,107,88,185,84,2,0,4,2,19,101,0,1,1,1
1,1,2,0,0,1,0,1,0,3,0,0,0,0,0,1,3,0,6,0,1
1,6,31,2,3,1,0,13,17,16,26,0,0,-1,0,-4,-10,0,3,1,1
3,5,144,2,2,2,1,63,80,49,128,0,2,0,-2,-17,-79,0,4,0,1
2,9,88,3,5,0,0,47,40,88,57,1,0,-2,1,7,31,0,1,1,1
3,1,125,0,0,4,3,55,69,48,132,0,2,0,-2,-14,-84,0,6,1,1
2,10,138,5,4,2,1,66,71,54,80,0,1,1,-1,-5,-26,0,1,0,0
2,7,106,3,3,3,3,45,60,31,98,0,1,0,-1,-15,-67,0,3,1,1
4,4,218,2,1,1,0,114,103,166,92,2,1,1,1,11,74,0,4,0,1
1,9,61,3,5,1,0,30,30,43,47,0,0,-2,0,0,-4,0,1,1,1
1,7,47,3,3,2,2,23,23,28,35,0,0,0,0,0,-7,0,3,0,0
2,2,48,0,1,0,0,28,19,61,24,1,0,-1,1,9,37,0,5,1,1
2,4,97,2,1,2,1,51,45,65,21,1,0,1,1,6,44,0,4,1,1
1,1,5,0,0,3,1,3,1,4,2,0,0,0,0,2,2,0,6,0,0
3,3,137,1,1,0,0,62,74,30,101,0,2,0,-2,-12,-71,0,5,1,0
2,4,96,3,0,3,2,55,40,93,24,1,0,3,1,15,69,0,3,0,0
3,6,133,4,1,1,1,82,50,188,40,2,0,3,2,32,148,0,2,0,0
5,2,265,0,1,1,0,125,139,151,215,2,2,-1,0,-14,-64,0,5,0,1
2,8,111,3,4,1,3,57,53,77,34,1,0,-1,1,4,43,1,2,1,1
4,4,209,1,2,1,1,111,97,172,100,2,1,-1,1,14,72,0,4,1,1
2,1,58,0,0,2,3,24,33,11,67,0,1,0,-1,-9,-56,1,6,1,1
2,6,85,3,2,2,0,47,37,104,40,1,0,1,1,10,64,0,3,0,1
3,2,160,0,1,3,2,73,86,71,151,0,2,-1,-2,-13,-80,0,5,1,1
3,1,153,0,0,2,3,71,81,87,115,1,1,0,0,-10,-28,1,6,0,0
1,4,31,0,3,4,3,11,19,13,37,0,0,-3,0,-8,-24,0,3,0,1
2,8,105,5,2,4,3,60,44,100,28,1,0,3,1,16,72,0,1,1,1
2,2,65,0,1,3,0,35,29,79,48,1,0,-1,1,6,31,0,5,1,1
2,5,90,1,3,0,0,40,49,42,88,0,1,-2,-1,-9,-46,0,3,1,1
1,8,50,4,3,2,0,28,21,49,24,0,0,1,0,7,25,0,2,1,1
1,10,67,4,5,2,3,32,34,27,44,0,0,-1,0,-2,-17,1,1,0,0
2,9,110,5,3,0,0,61,48,122,63,1,0,2,1,13,59,0,1,1,1
1,9,62,4,4,2,1,32,29,49,46,0,0,0,0,3,3,0,2,1,1
1,3,19,1,1,3,0,10,8,20,17,0,0,0,0,2,3,0,5,0,1
1,9,56,4,4,3,2,28,27,44,30,0,0,0,0,1,14,0,2,1,1
1,3,17,1,1,1,1,8,8,15,15,0,0,0,0,0,0,0,5,0,0
2,1,78,3,6,0,0,34,43,27,71,0,1,-3,-1,-9,-44,0,0,1,1
2,7,92,3,3,0,0,52,39,91,28,1,0,0,1,13,63,0,3,0,1
4,11,263,5,5,2,3,145,117,180,61,2,1,0,1,28,119,1,1,1,1
1,3,12,1,1,0,0,6,5,13,10,0,0,0,0,1,3,0,5,0,0
4,3,191,1,1,0,0,94,96,116,130,2,1,0,1,-2,-14,0,5,0,1
3,13,218,6,6,3,4,101,116,113,190,0,2,0,-2,-15,-77,1,0,1,0
2,3,49,0,2,2,2,14,34,2,73,0,1,-2,-1,-20,-71,0,4,0,1
2,1,75,0,0,3,3,35,39,45,82,0,1,0,-1,-4,-37,0,6,1,1
3,10,150,5,4,1,2,72,77,115,133,1,1,1,0,-5,-18,0,1,0,0
4,5,242,2,2,2,1,115,126,143,167,2,1,0,1,-11,-24,0,4,0,1
1,3,17,1,1,2,0,9,7,17,11,0,0,0,0,2,6,0,5,1,1
1,3,12,1,1,3,0,7,4,16,12,0,0,0,0,3,4,0,5,1,0
3,3,129,1,1,2,2,54,74,86,163,0,2,0,-2,-20,-77,0,5,1,0
1,6,30,0,5,3,0,7,22,7,56,0,0,-5,0,-15,-49,0,1,0,1
2,8,139,3,4,2,3,64,74,67,106,0,1,-1,-1,-10,-39,1,2,0,1
3,5,128,3,1,1,2,63,64,84,73,1,1,2,0,-1,11,0,3,1,1
5,13,351,6,6,7,7,177,173,298,313,2,2,0,0,4,-15,0,0,0,1
2,7,103,4,2,1,0,60,42,106,21,1,0,2,1,18,85,0,2,0,1
3,13,219,6,6,3,5,101,117,113,193,0,2,0,-2,-16,-80,1,0,0,1
1,6,33,2,3,1,3,12,20,5,25,0,0,-1,0,-8,-20,1,3,0,0
2,5,59,0,4,0,0,14,44,1,94,0,1,-4,-1,-30,-93,0,2,1,0
4,8,210,4,3,0,2,108,101,161,140,1,2,1,-1,7,21,0,2,0,0
1,5,35,3,1,3,0,21,13,35,1,0,0,2,0,8,34,0,3,1,1
2,3,108,1,1,4,3,52,55,48,58,0,1,0,-1,-3,-10,0,5,1,1
2,1,47,3,6,0,0,17,29,15,63,0,1,-3,-1,-12,-48,0,0,0,1
2,5,112,2,2,3,1,62,49,93,46,1,0,0,1,13,47,0,4,0,1
5,2,234,0,1,1,2,118,115,161,151,2,2,-1,0,3,10,0,5,1,0
2,3,98,1,1,3,2,44,53,55,88,0,1,0,-1,-9,-33,0,5,0,1
3,3,130,0,2,2,2,50,79,39,185,0,2,-2,-2,-29,-146,0,4,0,0
2,2,83,0,1,1,0,37,45,27,84,0,1,-1,-1,-8,-57,0,5,0,0
2,2,68,0,1,4,3,39,28,64,25,1,0,-1,1,11,39,0,5,1,1
2,7,119,1,5,4,3,54,64,48,106,0,1,-4,-1,-10,-58,0,1,0,1
1,9,76,4,4,3,1,39,36,42,33,0,0,0,0,3,9,0,2,1,0
1,5,27,2,2,3,0,15,11,26,21,0,0,0,0,4,5,0,4,1,1
2,8,68,3,4,1,1,22,45,37,94,0,1,-1,-1,-23,-57,0,2,1,0
4,7,226,4,2,1,0,120,105,214,142,2,1,2,1,15,72,0,2,0,0
1,1,5,0,0,1,3,1,3,1,3,0,0,0,0,-2,-2,1,6,1,0
4,3,214,1,1,2,0,100,113,118,182,1,2,0,-1,-13,-64,0,5,0,0
3,9,160,4,4,2,2,79,80,115,111,1,1,0,0,-1,4,0,2,1,1
2,6,67,2,3,1,0,40,26,98,38,1,0,-1,1,14,60,0,3,0,1
1,5,22,1,3,0,0,9,12,14,23,0,0,-2,0,-3,-9,0,3,1,0
4,3,196,1,1,2,3,90,105,113,181,1,2,0,-1,-15,-68,1,5,0,1
1,2,10,0,1,1,2,3,6,1,13,0,0,-1,0,-3,-12,0,5,0,1
3,13,212,6,6,0,0,101,110,99,134,1,1,0,0,-9,-35,0,0,0,1
2,3,80,1,1,0,0,46,33,76,10,1,0,0,1,13,66,0,5,1,0
1,4,25,0,3,2,2,9,15,2,27,0,0,-3,0,-6,-25,0,3,1,1
2,7,135,2,4,1,1,63,71,78,116,0,1,-2,-1,-8,-38,0,2,1,0
2,6,79,0,5,0,1,28,50,5,109,0,1,-5,-1,-22,-104,0,1,0,1
2,1,82,0,0,2,1,40,41,40,66,0,1,0,-1,-1,-26,0,6,0,1
2,13,114,6,6,2,2,52,61,63,97,0,1,0,-1,-9,-34,0,0,0,1
4,1,202,0,0,1,0,106,95,183,127,2,1,0,1,11,56,0,6,0,0
1,12,61,5,6,2,2,28,32,35,55,0,0,-1,0,-4,-20,0,0,1,1
3,8,190,3,4,0,2,98,91,176,103,2,0,-1,2,7,73,0,2,1,1
1,3,11,1,1,0,0,6,4,10,10,0,0,0,0,2,0,0,5,1,0
3,8,156,2,5,1,0,73,82,111,131,1,1,-3,0,-9,-20,0,1,0,0
3,11,186,5,5,0,2,83,102,98,203,0,2,0,-2,-19,-105,0,1,1,0
1,9,57,3,5,3,0,25,31,28,53,0,0,-2,0,-6,-25,0,1,0,1
2,7,131,3,3,1,0,66,64,97,78,1,0,0,1,2,19,0,3,0,0
3,4,153,1,2,3,0,82,70,147,78,2,0,-1,2,12,69,0,4,1,1
2,6,117,1,4,3,0,56,60,70,100,0,1,-3,-1,-4,-30,0,2,0,0
3,5,157,2,2,2,2,76,80,75,108,1,1,0,0,-4,-33,0,4,1,0
3,3,137,1,1,0,1,74,62,131,47,2,0,0,2,12,84,0,5,0,1
3,7,178,2,4,0,0,85,92,101,130,1,1,-2,0,-7,-29,0,2,1,1
2,4,77,2,1,2,0,46,30,83,25,1,0,1,1,16,58,0,4,0,1
3,5,129,2,2,1,3,61,67,77,68,1,1,0,0,-6,9,1,4,0,1
5,5,289,2,2,0,0,135,153,200,267,2,2,0,0,-18,-67,0,4,1,0
2,12,135,5,6,2,3,61,73,67,121,0,1,-1,-1,-12,-54,1,0,0,1
3,7,154,3,3,1,0,70,83,73,160,0,2,0,-2,-13,-87,0,3,0,1
1,6,29,3,2,1,0,17,11,28,7,0,0,1,0,6,21,0,3,1,1
1,1,2,0,0,1,0,1,0,2,1,0,0,0,0,1,1,0,6,0,0
2,8,96,3,4,3,0,52,43,116,73,1,0,-1,1,9,43,0,2,1,1
5,8,254,3,4,1,0,130,123,180,141,2,2,-1,0,7,39,0,2,0,0
3,6,126,2,3,2,0,49,76,20,147,0,2,-1,-2,-27,-127,0,3,0,1
2,4,71,1,2,2,1,29,41,18,76,0,1,-1,-1,-12,-58,0,4,0,1
1,13,67,6,6,1,2,31,35,46,61,0,0,0,0,-4,-15,0,0,0,1
2,4,78,2,1,3,0,51,26,112,9,1,0,1,1,25,103,0,4,0,1
2,3,74,1,1,2,2,32,41,25,74,0,1,0,-1,-9,-49,0,5,0,0
1,9,45,3,5,0,0,19,25,29,56,0,0,-2,0,-6,-27,0,1,1,1
1,1,3,0,0,2,0,2,0,8,0,0,0,0,0,2,8,0,6,0,1
1,7,34,4,2,0,0,19,14,45,20,0,0,2,0,5,25,0,2,0,0
4,4,206,1,2,1,1,95,110,153,220,1,2,-1,-1,-15,-67,0,4,0,1
2,5,83,2,2,3,1,36,46,46,85,0,1,0,-1,-10,-39,0,4,0,1
1,3,20,1,1,4,3,10,9,9,11,0,0,0,0,1,-2,0,5,1,1
3,8,172,4,3,1,2,92,79,123,71,1,1,1,0,13,52,0,2,0,0
1,4,24,2,1,3,1,13,10,34,16,0,0,1,0,3,18,0,4,0,1
2,4,108,2,1,1,0,53,54,61,65,0,1,1,-1,-1,-4,0,4,1,1
3,6,159,3,2,1,1,83,75,104,62,1,1,1,0,8,42,0,3,1,1
1,5,22,4,0,0,0,16,5,42,1,0,0,4,0,11,41,0,2,1,1
1,7,38,2,4,1,3,15,22,13,55,0,0,-2,0,-7,-42,1,2,1,0
1,4,31,2,1,0,0,16,14,26,14,0,0,1,0,2,12,0,4,1,0
5,3,257,2,0,0,0,129,127,164,159,2,2,2,0,2,5,0,4,0,1
3,7,167,1,5,1,1,76,90,72,143,1,1,-4,0,-14,-71,0,1,1,0
1,7,44,3,3,3,0,24,19,36,18,0,0,0,0,5,18,0,3,0,1
2,11,96,5,5,3,0,53,42,97,53,1,0,0,1,11,44,0,1,0,1
1,3,10,1,1,0,1,4,5,7,16,0,0,0,0,-1,-9,0,5,1,1
2,8,122,2,5,2,0,59,62,107,100,1,0,-3,1,-3,7,0,1,0,0
2,2,71,0,1,4,3,27,43,9,64,0,1,-1,-1,-16,-55,0,5,0,0
1,4,28,1,2,4,3,12,15,9,24,0,0,-1,0,-3,-15,0,4,0,1
1,8,50,4,3,1,0,28,21,52,26,0,0,1,0,7,26,0,2,0,1
1,4,28,2,1,3,3,14,13,31,18,0,0,1,0,1,13,0,4,0,0
1,5,22,0,4,0,0,4,17,1,35,0,0,-4,0,-13,-34,0,2,1,1
2,7,106,2,4,2,3,45,60,45,121,0,1,-2,-1,-15,-76,1,2,0,1
1,5,47,2,2,4,3,24,22,29,20,0,0,0,0,2,9,0,4,0,0
1,9,54,5,3,3,1,33,20,66,23,0,0,2,0,13,43,0,1,1,1
3,1,119,3,6,0,0,54,64,95,118,1,1,-3,0,-10,-23,0,0,0,0
3,5,114,1,3,2,3,42,71,47,199,0,2,-2,-2,-29,-152,1,3,1,1
2,2,50,0,1,3,1,32,17,74,15,1,0,-1,1,15,59,0,5,1,1
1,2,7,0,1,1,1,1,5,2,11,0,0,-1,0,-4,-9,0,5,1,1
1,2,9,0,1,0,0,3,5,1,12,0,0,-1,0,-2,-11,0,5,0,1
4,7,225,2,4,0,2,98,126,75,203,1,2,-2,-1,-28,-128,0,2,0,1
2,6,75,1,4,0,3,24,50,11,127,0,1,-3,-1,-26,-116,1,2,1,1
1,5,38,0,4,2,1,15,22,7,39,0,0,-4,0,-7,-32,0,2,0,1
1,7,40,3,3,1,0,18,21,4,20,0,0,0,0,-3,-16,0,3,0,0
2,5,93,0,4,0,2,37,55,32,103,0,1,-4,-1,-18,-71,0,2,0,0
2,6,87,2,3,1,1,39,47,17,73,0,1,-1,-1,-8,-56,0,3,1,0
4,5,233,1,3,2,0,121,111,165,108,2,1,-2,1,10,57,0,3,0,1
1,8,39,4,3,2,3,21,17,25,23,0,0,1,0,4,2,1,2,0,0
1,7,31,2,4,3,0,12,18,10,40,0,0,-2,0,-6,-30,0,2,1,1
2,4,65,2,1,1,0,41,23,90,7,1,0,1,1,18,83,0,4,0,1
2,5,72,1,3,0,1,25,46,1,97,0,1,-2,-1,-21,-96,0,3,0,1
1,8,37,3,4,0,0,16,20,23,29,0,0,-1,0,-4,-6,0,2,1,0
3,5,207,1,3,0,1,106,100,139,130,1,1,-2,0,6,9,0,3,0,0
3,6,197,4,1,1,1,101,95,94,73,1,1,3,0,6,21,0,2,0,0
1,9,58,4,4,2,2,28,29,38,44,0,0,0,0,-1,-6,0,2,0,1
3,1,114,0,0,1,0,58,55,100,88,1,1,0,0,3,12,0,6,1,0
1,10,45,5,4,0,0,23,21,44,32,0,0,1,0,2,12,0,1,1,1
1,5,33,1,3,0,1,12,20,15,39,0,0,-2,0,-8,-24,0,3,1,0
2,3,81,0,2,3,3,37,43,42,80,0,1,-2,-1,-6,-38,0,4,1,0
2,1,64,0,0,0,3,36,27,69,24,1,0,0,1,9,45,1,6,0,0
5,1,276,0,0,3,1,137,138,202,225,2,2,0,0,-1,-23,0,6,0,1
2,1,93,0,0,1,1,47,45,77,57,1,0,0,1,2,20,0,6,1,1
1,2,7,0,1,2,0,2,4,4,10,0,0,-1,0,-2,-6,0,5,1,1
3,1,110,0,0,3,0,41,68,37,135,0,2,0,-2,-27,-98,0,6,1,1
2,9,120,3,5,0,0,60,59,45,50,1,0,-2,1,1,-5,0,1,1,0
3,1,85,0,0,1,1,50,34,81,62,1,1,0,0,16,19,0,6,0,1
5,5,266,4,0,0,0,137,128,186,152,2,2,4,0,9,34,0,2,0,1
1,5,22,2,2,0,0,9,12,7,18,0,0,0,0,-3,-11,0,4,1,1
1,9,54,4,4,2,0,28,25,26,24,0,0,0,0,3,2,0,2,0,1
2,6,80,2,3,1,1,43,36,77,44,1,0,-1,1,7,33,0,3,1,0
1,3,13,1,1,3,0,8,4,19,9,0,0,0,0,4,10,0,5,1,1
1,8,57,3,4,1,3,26,30,38,49,0,0,-1,0,-4,-11,1,2,1,1
2,8,112,3,4,2,1,57,54,73,60,1,0,-1,1,3,13,0,2,0,1
1,8,55,5,2,1,0,31,23,61,22,0,0,3,0,8,39,0,1,0,0
3,4,140,2,1,0,3,71,68,63,51,1,1,1,0,3,12,1,4,0,0
2,1,67,0,0,2,1,28,38,13,60,0,1,0,-1,-10,-47,0,6,1,0
2,5,77,2,2,3,2,34,42,15,44,0,1,0,-1,-8,-29,0,4,0,0
1,3,17,1,1,2,1,9,7,15,12,0,0,0,0,2,3,0,5,0,1
2,5,77,2,2,0,0,35,41,41,72,0,1,0,-1,-6,-31,0,4,1,1
3,9,161,4,4,3,0,76,84,82,118,1,1,0,0,-8,-36,0,2,0,0
3,4,146,2,1,1,2,76,69,117,76,1,1,1,0,7,41,0,4,0,1
4,5,277,1,3,2,1,140,136,200,198,2,1,-2,1,4,2,0,3,0,0
3,6,134,3,2,2,3,69,64,127,108,1,1,1,0,5,19,1,3,1,0
4,4,239,3,0,2,2,127,111,208,157,1,2,3,-1,16,51,0,3,0,1
3,6,150,0,5,2,2,67,82,39,118,1,1,-5,0,-15,-79,0,1,0,0
3,10,157,4,5,0,0,67,89,66,182,0,2,-1,-2,-22,-116,0,1,0,1
4,8,282,3,4,1,0,133,148,142,205,1,2,-1,-1,-15,-63,0,2,0,0
3,7,185,3,3,3,4,86,98,89,180,0,2,0,-2,-12,-91,1,3,0,1
2,1,53,0,0,4,3,21,31,10,67,0,1,0,-1,-10,-57,0,6,1,1
2,2,83,0,1,2,2,37,45,31,69,0,1,-1,-1,-8,-38,0,5,0,0
1,5,40,2,2,4,3,19,20,20,27,0,0,0,0,-1,-7,0,4,0,0
1,1,3,0,0,1,1,2,0,6,0,0,0,0,0,2,6,0,6,0,1
3,7,192,3,3,1,3,98,93,98,89,1,1,0,0,5,9,1,3,0,1
1,3,14,1,1,3,0,8,5,7,2,0,0,0,0,3,5,0,5,0,0
2,7,78,2,4,1,0,28,49,17,107,0,1,-2,-1,-21,-90,0,2,1,1
2,1,88,0,0,3,2,41,46,59,78,0,1,0,-1,-5,-19,0,6,0,1
5,1,272,0,0,3,1,138,133,216,197,2,2,0,0,5,19,0,6,1,1
1,4,19,2,1,1,1,10,8,21,5,0,0,1,0,2,16,0,4,1,1
2,7,86,3,3,1,2,37,48,33,81,0,1,0,-1,-11,-48,0,3,1,1
1,10,59,5,4,1,1,30,28,39,36,0,0,1,0,2,3,0,1,0,0
2,7,136,5,1,0,1,69,66,68,55,0,1,4,-1,3,13,0,1,1,1
1,4,31,1,2,3,4,14,16,6,17,0,0,-1,0,-2,-11,1,4,0,1
1,8,47,3,4,1,2,21,25,14,29,0,0,-1,0,-4,-15,0,2,0,1
1,6,34,2,3,2,1,16,17,18,30,0,0,-1,0,-1,-12,0,3,0,0
3,9,167,3,5,1,1,76,90,87,143,1,1,-2,0,-14,-56,0,1,0,0
5,9,277,4,4,0,0,137,139,198,221,2,2,0,0,-2,-23,0,2,0,0
3,4,165,2,1,2,2,84,80,141,117,1,1,1,0,4,24,0,4,0,0
1,3,19,1,1,3,3,10,8,11,14,0,0,0,0,2,-3,0,5,1,0
2,8,103,3,4,2,2,48,54,97,94,1,0,-1,1,-6,3,0,2,1,1
2,6,82,3,2,0,0,49,32,74,2,1,0,1,1,17,72,0,3,1,0
5,6,297,3,2,1,0,141,155,170,204,2,2,1,0,-14,-34,0,3,1,0
2,4,78,1,2,3,0,45,32,78,30,1,0,-1,1,13,48,0,4,1,1
